komentar,clean_text,sentiment
Barang tidak sesuai sangat mengecewakan bahanya juga jelek,barang tidak sesuai sangat kecewa bahanya juga jelek,negatif
"Daya tahan pakai: pesanan baru sampai dan saat di buka sepatunya sudah ada yg robek Bentuk dan ukuran: tidak cocok,terlihat sangat gemuk dan berbentuk aneh",daya tahan pakai pesan baru sampai dan saat di buka sepatu sudah ada yang robek bentuk dan ukur tidak cocokterlihat sangat gemuk dan bentuk aneh,netral
Barang sesuai tapi sayang nya salah ukuran seharusnya 42 kalau boleh di return,barang sesuai tapi sayang nya salah ukur harus kalau boleh di return,positif
jujur kurang suka tp temen2 aku suka sepatunya jdi ku oper ke dia kembali lg ke pribadi masing2 ya,jujur kurang suka tp temen aku suka sepatu jdi ku oper ke dia kembali lg ke pribadi masing ya,netral
"Jaitan tidak rapi,bahan tidak rapi, dan bahan tipis 😭",jaitan tidak rapibahan tidak rapi dan bahan tipis,netral
Tidak sesuai expetasi Di pinggir sepatu ada lobang lobang kecil,tidak sesuai expetasi di pinggir sepatu ada lobang lobang kecil,netral
Barang nya bolong dan bahan nya tipis,barang nya bolong dan bahan nya tipis,netral
"Harga mahal, dak sesuai ma harganya, jelek banget2",harga mahal dak sesuai ma harga jelek banget,negatif
Bagus banget puas dengan barangnya,bagus banget puas dengan barang,positif
Terimakasih barangnya bagus Sesuai pesanan👍,terimakasih barang bagus sesuai pesan,positif
Ringan enak empuk cuman bahan aja sih tapi buat harga segitu lumayan lah,ringan enak empuk cuman bahan aja sih tapi buat harga segitu lumayan lah,netral
"kualitas baguss,,suka sama warna dan nyaman dipake,warna sesuai ukuran sesuai,,cuma kurir nya kurang ramah,,judess",kualitas bagusssuka sama warna dan nyaman dipakewarna sesuai ukur sesuaicuma kurir nya kurang ramahjudess,positif
"Ukuran 39 agak sedikit besar tpi klu pakai kaos kaki pas kok d kaki,,kurang rapi d bagian depan sepatu ada bekas jahitan tidak rapi Bentuk dan ukuran: Yg kakinya ukuran 39 d basi aja ukuran 38 byr gk kebrsaran aja",ukur agak sedikit besar tpi klu pakai kaos kaki pas kok d kakikurang rapi d bagi depan sepatu ada bekas jahit tidak rapi bentuk dan ukur yang kaki ukur d basi aja ukur byr tidak kebrsaran aja,netral
Barang sesuai foto kurirnya ramah..soal kualitas sesuai harga...dengan harga segitu sudah pas...,barang sesuai foto kurir ramahsoal kualitas sesuai hargadengan harga segitu sudah pas,positif
Barangnya bagus tapi saya masih kebesaran,barang bagus tapi saya masih besar,positif
Mayan karna bukan dari karet dan ada yg sobek,mayan karna bukan dari karet dan ada yang sobek,netral
Tidak sesuai ukuran🙈 baru sekali pake langsung kebukq lem nya,tidak sesuai ukur baru sekali pake langsung kebukq lem nya,netral
"untuk harga segini, lumayan lah, tpi saran sebelum d pake jahit dulu biar gak 1 kali pake sepatunya",untuk harga gin lumayan lah tpi saran belum d pake jahit dulu biar gak kali pake sepatu,netral
Bagus sih sesuai gambar.. Tapi untuk harga segitu buat saya mengecewakan.,bagus sih sesuai gambar tapi untuk harga segitu buat saya kecewa,positif
"lem tidak rapi,sol tinggi sebelah kurang nyaman dipake. untuk harga segitu kurang worth it",lem tidak rapisol tinggi belah kurang nyaman dipake untuk harga segitu kurang worth it,netral
Bentuk dan ukuran: sesuai Warna: sesuai pesanan,bentuk dan ukur sesuai warna sesuai pesan,positif
Bagian luarnya kurang rapi tapi bagus,bagi luar kurang rapi tapi bagus,positif
Lumayan cuman kurang suka bentuk yg di kirim nya beda dari yg di post,lumayan cuman kurang suka bentuk yang di kirim nya beda dari yang di post,netral
Saran bagian telapak nya di ubah jadi plastik soalnya kalo bisa bisa membuat sepatu licin,saran bagi telapak nya di ubah jadi plastik soal kalo bisa bisa buat sepatu licin,netral
Bisa dinilai sendiri…❌❌❌,bisa nilai sendiri,netral
terlihat sangat murahan.bahan TDK berkualitas,lihat sangat murahanbahan tidak kualitas,positif
"Salah pilih ukuran,padahal biyasah pakek no 39 tapi yg ini kok kegedean",salah pilih ukuranpadahal biyasah pakek no tapi yang ini kok gede,netral
kok ga bisa decit kurang suka,kok tidak bisa decit kurang suka,netral
tidak berdecit dan Aroma: ber aroma pilok,tidak decit dan aroma ber aroma pilok,netral
Ngk sesuai dngn foto sptu ny,ngk sesuai dngn foto sptu ny,positif
"Kecewa banget aku,ukuran nya gak persis,kan aku minta ukuran 45 ko malah di kasih 43",kecewa banget akuukuran nya gak persis aku minta ukur ko malah di kasih,negatif
Gaya bagus sayang nyah kegedean,gaya bagus sayang nyah gede,positif
Bagus juga nih barang,bagus juga nih barang,positif
Ga sesuai harga mengecewakan sepatu harga 170 kayak sepatu 60ribuan,tidak sesuai harga kecewa sepatu harga kayak sepatu ribu,negatif
Produk nyq bagus Enteng,produk nyq bagus enteng,positif
bagus tapi minesnya pengiriman lama,bagus tapi mes kirim lama,netral
gacorrrrrr bikin makin ganteng sepatunyaa,gacorrrrrr bikin makin ganteng sepatunyaa,netral
Harga murah tpi bagus loh sepatunya,harga murah tpi bagus loh sepatu,positif
Barang sudah sampai dan nyaman di pakai,barang sudah sampai dan nyaman di pakai,netral
Ringan..sesuai harga,ringansesuai harga,positif
Terlalu besar,terlalu besar,netral
Barang nya jelek gak sesuai ekspektasi,barang nya jelek gak sesuai ekspektasi,netral
"Nggak sesuai banget ,nyesel banget",tidak sesuai banget nyesel banget,netral
Bagian pengikat nya gampang robwk,bagi ikat nya gampang robwk,netral
"Alhamdulillah, brng nya sudah sampai, tepat waktu",alhamdulillah brng nya sudah sampai tepat waktu,netral
Gak bersuara cit cit jelek merek nys,gak suara cit cit jelek merek nys,negatif
Lumayan bagus sesuai pesanan,lumayan bagus sesuai pesan,positif
Barangnya bagus,barang bagus,positif
Pas sekali,pas sekali,netral
Gak rekomen lah.. Nyesal aku jd nyaa... Mending yg brend lokal,gak rekomen lah nyesal aku jd nyaa mending yang brend lokal,netral
Bagus sih,bagus sih,positif
Bahan ya gimana gt,bahan ya gimana gt,netral
Kirain asli trnyata kw,kirain asli trnyata kw,negatif
asli pengiriman nya lama betul,asli kirim nya lama betul,negatif
Lumayan laah,lumayan laah,netral
Bentuk dan ukuran: pass,bentuk dan ukur pass,netral
Barangnya bagus dan pas😇,barang bagus dan pas,positif
Paket nya selamat sampai tujuan,paket nya selamat sampai tuju,negatif
sesuai dengan harga,sesuai dengan harga,positif
"Bagus, kurang CIT CIT nya",bagus kurang cit cit nya,positif
peh gacor,peh gacor,netral
Klo disen bgus tpi bkan kret,klo sen bgus tpi bkan kret,netral
Warna nya tidak sesuai,warna nya tidak sesuai,netral
Gak sesuai kurang puas,gak sesuai kurang puas,positif
Mantap,mantap,positif
Mantap👍,mantap,positif
Keren sih TPI ngk bisa decitt,keren sih tpi ngk bisa decitt,netral
Cat nya bolong²,cat nya bolong,netral
bawahnya ternyata bkn kret,bawah nyata bkn kret,netral
barang sesuai pesanan,barang sesuai pesan,positif
kualitas kurang ok,kualitas kurang ok,netral
barang jelek,barang jelek,negatif
lumayann,lumayann,netral
Lumayan bagus buat harga segitu,lumayan bagus buat harga segitu,positif
Klo untuk harga seginii pas,klo untuk harga seginii pas,netral
kurang rapi,kurang rapi,netral
tidakk seperti yang difoto,tidakk seperti yang foto,netral
Jelek,jelek,negatif
"tida sesuai yg di Poto,jleq",tida sesuai yang di potojleq,positif
Mantap sesuai gmbar,mantap sesuai gmbar,positif
Mantap sesuai harga,mantap sesuai harga,positif
Mayanlah harga segitu,mayanlah harga segitu,netral
Kurang memuaskan,kurang muas,netral
Alhamdulillah anak Saya sukaaaaaaaaaaaaaaaaa Makasiiiiiiiihhhh,alhamdulillah anak saya sukaaaaaaaaaaaaaaaaa makasiiiiiiiihhhh,netral
bagus,bagus,positif
ringnan,ringnan,netral
👎👎👎👎👎👎👎👎👎👎👎,,netral
"lumayan untuk latihan hari""",lumayan untuk latih hari,netral
Lumayan bagus,lumayan bagus,positif
ga sesuai,tidak sesuai,netral
Ok lah bgus,ok lah bgus,netral
Yg datang gk sesuai,yang datang tidak sesuai,netral
Boleh lahh...,boleh lahh,netral
Bagus semoga awet,bagus moga awet,positif
Baik blum coba,baik blum coba,positif
"Paket sudah sampe dengan selamat tidak ada lecet sedikitpun,maaf seller baru kasih ulasan🙏ukuran pas ,nyaman dan empuk banget di pakek,upper maupun sole tidak kaku ketikta di gunakan pokok best lah👌😋seller sangat fast respon dan ramah sekali🤝 kurir pasti ramah 🤝 thanks seller 👌",paket sudah sampe dengan selamat tidak ada lecet sedikitpunmaaf seller baru kasih ulas ukur pas nyaman dan empuk banget di pakekupper maupun sole tidak kaku ketikta di guna pokok best lah seller sangat fast respon dan ramah sekali kurir pasti ramah thanks seller,negatif
"kokoh, sedang dicoba dipakai, keren modelnya, rapi, mudah² an awet & kuat. penjual responsif & pengiriman cepat, pesan siang besok nya smp",kokoh sedang coba pakai keren model rapi mudah an awet kuat jual responsif kirim cepat pesan siang besok nya smp,positif
"model keren, dalamnya empuk ukuran memang harus ditambah satu dari ukuran biasa, semoga awet",model keren dalam empuk ukur memang harus tambah satu dari ukur biasa moga awet,netral
"barang sudah sampai dengan selamat, seller amanah n komunikatif, kurir tepat waktu, pembelian untuk yang kesekian kalinya selalu puas,ada bonus kaos kakinya pula trimaksih n sukses selalu.",barang sudah sampai dengan selamat seller amanah n komunikatif kurir tepat waktu beli untuk yang sekian kali selalu puasada bonus kaos kaki pula trimaksih n sukses selalu,netral
Pengiriman normal kondisi sampai dengan baik. Produk sesuai profil. Warna hitam ukuran no40 Tampilan keren sepatu gunung. Lancar tim leedoo🙏,kirim normal kondisi sampai dengan baik produk sesuai profil warna hitam ukur no tampil keren sepatu gunung lancar tim leedoo,positif
"barang sampai dengan aman , mantap. ukuran nya pas, kurir nya mantap dan seller nya good, semoga awet sepatunya",barang sampai dengan aman mantap ukur nya pas kurir nya mantap dan seller nya good moga awet sepatu,positif
barang sdh terima ..seller ramah..sepatu nya bagus grid nya..cocok utk treking,barang sdh terima seller ramahsepatu nya bagus grid nyacocok utk treking,positif
Barang oke pengiriman cepat 2hari sampai mantap cukup memuaskan...ulasan sama kaya yang lain lem di sepatu nya kurang kuat takut kena air langsung minta makan sepatunya mohon diperbaiki kedepannya selebihnya Toko amanah sesuai foto dan deskripsi semoga awet saya rekomen. . .,barang oke kirim cepat hari sampai mantap cukup memuaskanulasan sama kaya yang lain lem di sepatu nya kurang kuat takut kena air langsung minta makan sepatu mohon baik depan lebih toko amanah sesuai foto dan deskripsi moga awet saya rekomen,positif
bagus banget👍👍👍walaupun masih ada jahitan dan lem yang kurang rapi tapi ini udah wor it lah mantap dah pokoknya,bagus banget walaupun masih ada jahit dan lem yang kurang rapi tapi ini udah wor it lah mantap dah pokok,positif
looks good tapi ternyata pas banget dikaki next time kalo beli lagi harus dilebihin 1 atau 2 sizenya,looks good tapi nyata pas banget kaki next time kalo beli lagi harus dilebihin atau sizenya,netral
***************************************************************************,,netral
"Sampaaaaaaiiiiiiiiiii...pas banget,pdhl up 1sz..makasih banyak ya,nyaman dipakainya,pkoe bakalan repeat order dsni deh👍😎🥰",sampaaaaaaiiiiiiiiiiipas bangetpdhl up szmakasih banyak yanyaman dipakainyapkoe bakal repeat order dsni deh,netral
"barang oke, nyaman dipakai, ukuran agak kecil dr ukuran sepatu pada umumnya",barang oke nyaman pakai ukur agak kecil dr ukur sepatu pada umum,netral
"Sesuai pesanan, ukuran juga pas. Secara keseluruhan mantap. Minus sedikit di bagian insol, agak tipis.",sesuai pesan ukur juga pas cara seluruh mantap minus sedikit di bagi insol agak tipis,positif
Bahan baik tapi agak berat. Warna dan ukuran sesuai pesanan. Sol anti slip. Penjual responsif dan amanah. Terima kasih Tokped 🙏,bahan baik tapi agak berat warna dan ukur sesuai pesan sol anti slip jual responsif dan amanah terima kasih tokped,positif
"pengiriman lumayan cepet juga, sepatu nya memuaskan real pict nyaman outsolnya lumayan tebel cocok buat haiking cuman ukuran sepatunya lebih kecil dari sepatu biasa saya 42 pake sepatu ini pas banget harus naikin satu size",kirim lumayan cepet juga sepatu nya muas real pict nyaman outsolnya lumayan tebel cocok buat haiking cuman ukur sepatu lebih kecil dari sepatu biasa saya pake sepatu ini pas banget harus naikin satu size,netral
"Bagus sepatunya, enak dipakainya, ringan. Dipakai hiking juga nyaman, worth to buy, recommended seller, packing baik sesuai deskripsi, sampainya juga tepat waktu, plus dapat kaos kaki juga",bagus sepatu enak pakai ringan pakai hiking juga nyaman worth to buy recommended seller packing baik sesuai deskripsi sampai juga tepat waktu plus dapat kaos kaki juga,positif
barangnya bagus pas di kaki bahan juga nyaman di pake. sangat rekomen untuk harga segitu,barang bagus pas di kaki bahan juga nyaman di pake sangat rekomen untuk harga segitu,positif
"Sesuai deskripsi Awalnya agak ragu sama ukuran karna ada yg komen ukuran tidak pas padahal sudah ambil yg lebih besar. Nyatanya ukuran universal sama dgn ukuran sptu pada umumnya jadi pas banget sesuai ekspektasi. Sepatu cukup bagus, semoga sol tidak cpt copot. Thanks seller",sesuai deskripsi awal agak ragu sama ukur karna ada yang komen ukur tidak pas padahal sudah ambil yang lebih besar nyata ukur universal sama dgn ukur sptu pada umum jadi pas banget sesuai ekspektasi sepatu cukup bagus moga sol tidak cpt copot thanks seller,positif
"Barang sesuai deskripsi,  Respon cepat dan ramah, Pengiriman tepat waktu, Packing rapih sehingga paket aman waktu diterima, Recommended deh untuk yg mau order,  Terima kasih",barang sesuai deskripsi respon cepat dan ramah kirim tepat waktu packing rapih sehingga paket aman waktu terima recommended deh untuk yang mau order terima kasih,positif
"Barang sesuai deskripsi, Respon cepat dan ramah, Pengiriman tepat waktu, Packing rapih sehingga paket aman waktu diterima, Recommended deh untuk yg mau order, Terima kasih",barang sesuai deskripsi respon cepat dan ramah kirim tepat waktu packing rapih sehingga paket aman waktu terima recommended deh untuk yang mau order terima kasih,positif
"barang bagus, ukuran pas, tidak ada lecet",barang bagus ukur pas tidak ada lecet,positif
Respons penjual dan pengirimannya cepat banget. Sepatunya keren dan tampak amat berkualitas. Enak dipakai dan ringan untuk ukuran sepatu hiking. Thanks seller 🙏🏽,respons jual dan kirim cepat banget sepatu keren dan tampak amat kualitas enak pakai dan ringan untuk ukur sepatu hiking thanks seller,positif
"Ukurann pas tidak terlalu besar, tidak terlalu kecil Warna baguss outsole nya baguss",ukurann pas tidak terlalu besar tidak terlalu kecil warna baguss outsole nya baguss,positif
"cakep parah, ukuran pas di kaki semoga awet, buat kalian yang masih ragu mending jangan ragu"" deh, langsung cek out aja sesuaikan sama ukuran kaki kalian",cakep parah ukur pas di kaki moga awet buat kalian yang masih ragu mending jangan ragu deh langsung cek out aja sesuai sama ukur kaki kalian,positif
"Sepatunya nyampe dengan cepat Bahanya bagus, jaitan juga rapih Ukuranya sangat pas Tpi sayang alas kakiny agak tipis, semoga awet",sepatu nyampe dengan cepat bahanya bagus jaitan juga rapih ukuranya sangat pas tpi sayang alas kakiny agak tipis moga awet,positif
barangnya ok buat harga segitu. kualitasnya juga ok punya dan tampilannya juga bagus. buat harga segini mah rekomen banget sih buat pemula yg bingung mau beli sepatu camping atau sekedar jalan² gitu.,barang ok buat harga segitu kualitas juga ok punya dan tampil juga bagus buat harga gin mah rekomen banget sih buat mula yang bingung mau beli sepatu camping atau dar jalan gitu,positif
"enteng sepatunya, tapi lidah sepatunya agak tipis, tapi overall oke bgt! Terimakasihfree kaus kaki nya",enteng sepatu tapi lidah sepatu agak tipis tapi overall oke banget terimakasihfree kaus kaki nya,netral
"Barang oke, untuk ketahanan belum dicoba. Untuk build quality lumayan tinggal lem"" an nya aja di rapihin lagi. Ukuran 42 untuk kaki saya yg ±26 cm cukup nyaman malah lebih terkesan pas. Overall cukup worth it lah untuk range harga segini",barang oke untuk tahan belum coba untuk build quality lumayan tinggal lem an nya aja di rapihin lagi ukur untuk kaki saya yang cm cukup nyaman malah lebih kes pas overall cukup worth it lah untuk range harga gin,netral
Bentuk dan ukuran: bagus Aroma: mantap Daya tahan pakai: kuat Warna: apik,bentuk dan ukur bagus aroma mantap daya tahan pakai kuat warna apik,positif
"sizenya pas, nyaman dipakai, looks dan warnanya sangat bagus",sizenya pas nyaman pakai looks dan warna sangat bagus,positif
"sepatunya sesuai deskripsi, pas dan keset. semoga awet dan aman ketika dipake nanjak",sepatu sesuai deskripsi pas dan keset moga awet dan aman ketika dipake nanjak,positif
pengiriman nya cepat kualitas nya bagus mantap Modelnya bagus bgt!. Kualitas bahan tinggi 👍.,kirim nya cepat kualitas nya bagus mantap model bagus banget kualitas bahan tinggi,positif
